node,degree_centrality,betweenness_centrality,eigenvector_centrality,community
34,0.0018248175182481751,0.0,0.004109600015454886,3
730,0.0018248175182481751,0.0,0.002924650879800911,2
7,0.0018248175182481751,0.0,0.07035985493115951,0
729,0.0018248175182481751,0.0,0.019993247633244768,13
684,0.0018248175182481751,0.0,9.937815986724865e-05,7
749,0.0018248175182481751,0.0,2.2445117306712693e-05,8
743,0.0018248175182481751,0.0,0.0030818624776154406,19
104,0.0018248175182481751,0.0,7.059988811443067e-07,5
744,0.0018248175182481751,0.0,8.286577378110195e-05,7
402,0.0018248175182481751,0.0,0.0007470497404737828,18
845,0.0018248175182481751,0.0,2.0009718126213247e-05,12
601,0.0018248175182481751,0.0,0.0005322059074647869,7
500,0.0018248175182481751,0.0,5.122930017444833e-08,23
271,0.0018248175182481751,0.0,0.07035985493115951,0
938,0.0018248175182481751,0.0,0.01892934689657777,1
255,0.0018248175182481751,0.0,0.07035985493115951,0
761,0.0018248175182481751,0.0,0.018331826203916737,1
275,0.0018248175182481751,0.0,0.10158925631804878,1
907,0.0018248175182481751,0.0,0.013110010680460481,0
539,0.0018248175182481751,0.0,1.970583156541893e-05,2
614,0.0018248175182481751,0.0,0.00042775076677776993,0
371,0.0018248175182481751,0.0,5.122930017444833e-08,23
984,0.0018248175182481751,0.0,1.1268499591155406e-06,22
322,0.0018248175182481751,0.0,0.003610385017957116,13
874,0.0018248175182481751,0.0,4.327722367200296e-06,8
685,0.0018248175182481751,0.0,8.86439886853523e-05,7
260,0.0018248175182481751,0.0,2.6599841552356223e-07,23
767,0.0018248175182481751,0.0,0.00017542531854519827,14
772,0.0018248175182481751,0.0,1.0437944105951676e-06,3
216,0.0018248175182481751,0.0,2.070734196199169e-05,12
113,0.0018248175182481751,0.0,2.2530729200777864e-05,20
587,0.0018248175182481751,0.0,2.1634572008925733e-05,8
552,0.0018248175182481751,0.0,0.0005535358845708689,15
338,0.0018248175182481751,0.0,0.0007470497404737828,18
616,0.0018248175182481751,0.0,8.762609075215104e-07,21
248,0.0018248175182481751,0.0,2.1018382365768174e-07,22
763,0.0018248175182481751,0.0,0.0007470497404737828,18
206,0.0018248175182481751,0.0,0.0006384860620207398,1
759,0.0018248175182481751,0.0,2.1018382365768174e-07,22
13,0.0018248175182481751,0.0,2.6599841552356223e-07,23
637,0.0018248175182481751,0.0,4.799568696572422e-08,23
268,0.0018248175182481751,0.0,3.276270996376896e-05,14
978,0.0018248175182481751,0.0,0.10158925631804878,1
628,0.0018248175182481751,0.0,0.07035985493115951,0
217,0.0018248175182481751,0.0,0.01404014946721208,10
705,0.0018248175182481751,0.0,0.015135377500546388,4
510,0.0018248175182481751,0.0,0.10158925631804878,1
189,0.0018248175182481751,0.0,0.10158925631804878,1
399,0.0018248175182481751,0.0,0.01892934689657777,1
809,0.0018248175182481751,0.0,0.10158925631804878,1
63,0.0018248175182481751,0.0,0.00017542531854519827,14
457,0.0018248175182481751,0.0,1.0901622504390994e-06,22
426,0.0018248175182481751,0.0,1.9690331226080655e-07,22
632,0.0018248175182481751,0.0,1.3154208751025924e-07,5
872,0.0018248175182481751,0.0,1.8535649526685676e-05,7
805,0.0018248175182481751,0.0,2.5168277850891282e-05,18
293,0.0018248175182481751,0.0,8.86439886853523e-05,7
303,0.0018248175182481751,0.0,8.668709063418595e-09,23
853,0.0018248175182481751,0.0,1.2739038818991155e-07,5
925,0.0018248175182481751,0.0,0.00012473913654787878,20
313,0.0018248175182481751,0.0,2.6858599028776834e-05,21
465,0.0018248175182481751,0.0,8.86439886853523e-05,7
438,0.0018248175182481751,0.0,8.004705378521535e-05,0
323,0.0018248175182481751,0.0,0.0001488485571291086,21
622,0.0018248175182481751,0.0,1.733013818546809e-05,9
274,0.0018248175182481751,0.0,9.998197199415138e-05,15
328,0.0018248175182481751,0.0,0.00015842703462528627,6
558,0.0018248175182481751,0.0,1.3597350453687823e-07,5
955,0.0018248175182481751,0.0,0.0001348003608867316,18
175,0.0018248175182481751,0.0,1.3597350453687823e-07,5
813,0.0018248175182481751,0.0,0.00013037432894713952,17
403,0.0018248175182481751,0.0,0.0007470497404737828,18
650,0.0018248175182481751,0.0,0.015135377500546388,4
618,0.0018248175182481751,0.0,0.015135377500546388,4
433,0.0018248175182481751,0.0,0.018331826203916737,1
699,0.0018248175182481751,0.0,0.004081676475659645,3
673,0.0018248175182481751,0.0,0.026030004228513728,6
710,0.0018248175182481751,0.0,0.012696201439338304,0
289,0.0018248175182481751,0.0,0.07035985493115951,0
133,0.0018248175182481751,0.0,0.10158925631804878,1
756,0.0018248175182481751,0.0,0.015135377500546388,4
476,0.0018248175182481751,0.0,2.3183745076221713e-05,11
563,0.0018248175182481751,0.0,9.603354006587446e-05,7
939,0.0018248175182481751,0.0,2.0009718126213247e-05,12
878,0.0018248175182481751,0.0,1.7522714888549292e-07,21
727,0.0018248175182481751,0.0,2.006839150726761e-05,19
786,0.0018248175182481751,0.0,1.7522714888549292e-07,21
448,0.0018248175182481751,0.0,2.006839150726761e-05,19
335,0.0018248175182481751,0.0,2.006839150726761e-05,19
645,0.0018248175182481751,0.0,3.344619801374188e-06,7
560,0.0018248175182481751,0.0,4.258070611515876e-06,17
379,0.0018248175182481751,0.0,2.006839150726761e-05,19
135,0.0018248175182481751,0.0,2.006839150726761e-05,19
19,0.0018248175182481751,0.0,9.079110491535702e-07,21
222,0.0018248175182481751,0.0,8.100615119060561e-07,16
795,0.0018248175182481751,0.0,0.02116888059483784,3
336,0.0018248175182481751,0.0,1.6969672932598236e-07,21
398,0.0018248175182481751,0.0,0.07035985493115951,0
738,0.0018248175182481751,0.0,2.4348005674938175e-05,18
340,0.0018248175182481751,0.0,3.903937614760646e-06,8
851,0.0018248175182481751,0.0,9.058122122833298e-07,21
149,0.0018248175182481751,0.0,1.2177252040356786e-07,12
153,0.0018248175182481751,0.0,6.011704791470994e-07,4
501,0.0018248175182481751,0.0,2.3183745076221713e-05,11
361,0.0018248175182481751,0.0,2.3009079921242096e-08,5
292,0.0018248175182481751,0.0,9.998197199415138e-05,15
382,0.0018248175182481751,0.0,0.07035985493115951,0
784,0.0018248175182481751,0.0,9.998197199415138e-05,15
384,0.0018248175182481751,0.0,0.07035985493115951,0
948,0.0018248175182481751,0.0,0.10158925631804878,1
344,0.0018248175182481751,0.0,2.5168277850891282e-05,18
0,0.0,0.0,0.40222708693789117,0
221,0.0018248175182481751,0.0,2.006839150726761e-05,19
